Date,Month,Event,Category,TV Spends (cr),Print Spends (cr),Radio Spends (cr),OOH Spends (cr),Digital Media Spends (cr),Meta Offline Spends,Meta Others Spends,Meta Online Spends,Google Online Spends,Affiliate Spends,Digital Media Impressions,Meta Offline Impressions,Meta Online Impressions,Meta Other Impressions,Google Online Impressions,Print Insertions,Print Reach,Sales Final Output
13-12-2023,23-Dec,2nd and 3rd week,Digital,123935.57,0,0,129551.82,238095.24,0,6261.67,22190.68,227128.1,227128.1," 19,84,127 ", -   ," 7,82,709 "," 6,34,019 "," 37,08,214 ",0,21121880,"37,09,04,276"
14-12-2023,23-Dec,2nd and 3rd week,Digital,123935.57,0,0,129551.82,238095.24,0,6261.67,22190.68,227128.1,227128.1," 19,84,127 ", -   ," 7,82,709 "," 6,34,019 "," 37,08,214 ",0,21121880,"34,54,93,239"
15-12-2023,23-Dec,2nd and 3rd week,Digital,123935.57,0,0,129551.82,238095.24,0,6261.67,22190.68,227128.1,227128.1," 19,84,127 ", -   ," 7,82,709 "," 6,34,019 "," 37,08,214 ",0,21121880,"37,19,11,953"
16-12-2023,23-Dec,2nd and 3rd week,Digital,123935.57,589852.1,0,129551.82,238095.24,0,6261.67,22190.68,227128.1,227128.1," 19,84,127 ", -   ," 7,82,709 "," 6,34,019 "," 37,08,214 ",2,21121880,"36,35,52,003"
17-12-2023,23-Dec,2nd and 3rd week,Digital,123935.57,589852.1,0,129551.82,238095.24,0,6261.67,22190.68,227128.1,227128.1," 19,84,127 ", -   ," 7,82,709 "," 6,34,019 "," 37,08,214 ",2,21121880,"51,98,72,666"
18-12-2023,23-Dec,2nd and 3rd week,Digital,123935.57,0,0,129551.82,238095.24,0,6261.67,22190.68,227128.1,227128.1," 19,84,127 ", -   ," 7,82,709 "," 6,34,019 "," 37,08,214 ",0,21121880,"52,81,10,493"
19-12-2023,23-Dec,2nd and 3rd week,Digital,123935.57,0,0,129551.82,238095.24,0,6261.67,22190.68,227128.1,227128.1," 19,84,127 ", -   ," 7,82,709 "," 6,34,019 "," 37,08,214 ",0,21121880,"65,60,14,509"
20-12-2023,23-Dec,2nd and 3rd week,Digital,123935.57,0,0,129551.82,238095.24,0,6261.67,22190.68,227128.1,227128.1," 19,84,127 ", -   ," 7,82,709 "," 6,34,019 "," 37,08,214 ",0,21121880,"35,17,86,246"
21-12-2023,23-Dec,2nd and 3rd week,Digital,123935.57,0,0,129551.82,238095.24,0,6261.67,22190.68,227128.1,227128.1," 19,84,127 ", -   ," 7,82,709 "," 6,34,019 "," 37,08,214 ",0,21121880,"36,18,63,132"
22-12-2023,23-Dec,2nd and 3rd week,Digital,0,0,0,0,0,0,0,22190.68,227128.1,227128.1, -   , -   , -   ," 6,34,019 "," 37,08,214 ",0,0,"35,91,88,073"
23-12-2023,23-Dec,2nd and 3rd week,Digital,0,0,0,0,0,0,0,22190.68,227128.1,227128.1, -   , -   , -   ," 6,34,019 "," 37,08,214 ",0,0,"37,84,11,983"
24-12-2023,23-Dec,2nd and 3rd week,Digital,0,0,0,0,0,0,0,22190.68,227128.1,227128.1, -   , -   , -   ," 6,34,019 "," 37,08,214 ",0,0,"40,78,02,219"
25-12-2023,23-Dec,2nd and 3rd week,Digital,0,0,0,0,0,0,0,22190.68,227128.1,227128.1, -   , -   , -   ," 6,34,019 "," 37,08,214 ",0,0,"49,38,41,243"
26-12-2023,23-Dec,2nd and 3rd week,Digital,0,0,0,0,0,0,0,22190.68,227128.1,227128.1, -   , -   , -   ," 6,34,019 "," 37,08,214 ",0,0,"70,61,50,116"
27-12-2023,23-Dec,2nd and 3rd week,Digital,0,0,0,0,0,0,0,22190.68,227128.1,227128.1, -   , -   , -   ," 6,34,019 "," 37,08,214 ",0,0,"42,33,37,888"
28-12-2023,23-Dec,2nd and 3rd week,Digital,0,0,0,0,0,0,0,22190.68,227128.1,227128.1, -   , -   , -   ," 6,34,019 "," 37,08,214 ",0,0,"41,92,30,585"
29-12-2023,23-Dec,2nd and 3rd week,Digital,0,0,0,0,0,0,0,22190.68,227128.1,227128.1, -   , -   , -   ," 6,34,019 "," 37,08,214 ",0,0,"80,92,34,186"
30-12-2023,23-Dec,2nd and 3rd week,Digital,0,0,0,0,0,0,0,22190.68,227128.1,227128.1, -   , -   , -   ," 6,34,019 "," 37,08,214 ",0,0,"46,16,60,139"
01-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"44,87,64,442"
02-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"54,13,66,887"
03-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"72,16,88,499"
04-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"44,18,31,606"
05-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"54,83,14,577"
06-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"67,53,63,871"
07-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"43,06,09,900"
08-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"46,11,05,674"
09-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"82,60,34,042"
10-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"76,08,13,518"
11-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"51,89,14,243"
12-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"40,36,88,148"
13-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"39,32,47,879"
14-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"44,49,27,177"
15-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"47,69,70,039"
16-01-2024,24-Jan,Last 2 weeks,All,0,0,0,0,0,0,0,16750.8,291123.66,291123.66, -   , -   , -   ," 4,78,594 "," 47,53,039 ",0,0,"51,52,30,844"
17-01-2024,24-Jan,Last 2 weeks,All,32015.06,0,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",0,21121880,"67,94,71,062"
18-01-2024,24-Jan,Last 2 weeks,All,32015.06,0,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",0,21121880,"44,97,44,887"
19-01-2024,24-Jan,Last 2 weeks,All,32015.06,0,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",0,21121880,"54,90,90,728"
20-01-2024,24-Jan,Last 2 weeks,All,32015.06,2913685.78,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",2,21121880,"48,16,13,430"
21-01-2024,24-Jan,Last 2 weeks,All,32015.06,2913685.78,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",2,21121880,"45,98,41,097"
22-01-2024,24-Jan,Last 2 weeks,All,32015.06,0,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",0,21121880,"47,99,51,303"
23-01-2024,24-Jan,Last 2 weeks,All,32015.06,0,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",0,21121880,"67,79,35,438"
24-01-2024,24-Jan,Last 2 weeks,All,32015.06,0,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",0,21121880,"84,52,26,996"
25-01-2024,24-Jan,Last 2 weeks,All,32015.06,0,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",0,21121880,"50,52,42,765"
26-01-2024,24-Jan,Last 2 weeks,All,32015.06,0,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",0,21121880,"45,46,16,348"
27-01-2024,24-Jan,Last 2 weeks,All,32015.06,2913685.78,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",2,21121880,"45,77,91,885"
28-01-2024,24-Jan,Last 2 weeks,All,32015.06,2913685.78,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",2,21121880,"60,42,64,186"
29-01-2024,24-Jan,Last 2 weeks,All,32015.06,0,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",0,21121880,"78,18,97,537"
30-01-2024,24-Jan,Last 2 weeks,All,32015.06,0,0,462184.87,883712.48,210922.87,4627.18,16750.8,291123.66,291123.66," 73,64,271 "," 95,87,403 "," 5,78,398 "," 4,78,594 "," 47,53,039 ",0,21121880,"1,18,27,25,196"
01-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"2,87,92,85,348"
02-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"45,88,49,100"
03-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"35,47,15,528"
04-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"34,62,83,213"
05-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"40,91,95,386"
06-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"42,67,63,055"
07-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"51,84,32,395"
08-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,0,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",0,21121880,"72,72,34,490"
09-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,0,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",0,21121880,"36,20,80,218"
10-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,986041.66,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",2,21121880,"36,84,19,456"
11-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,986041.66,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",2,21121880,"41,76,94,149"
12-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,0,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",0,21121880,"40,09,96,651"
13-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,0,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",0,21121880,"40,57,80,118"
14-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,0,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",0,21121880,"61,53,72,432"
15-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,0,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",0,21121880,"80,31,92,209"
16-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,0,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",0,21121880,"42,04,27,379"
17-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,986041.66,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",2,21121880,"40,27,85,650"
18-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,986041.66,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",2,21121880,"41,27,76,699"
19-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,0,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",0,21121880,"45,64,35,960"
20-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,0,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",0,21121880,"55,34,32,382"
21-02-2024,24-Feb,2nd and 3rd week,Digital,22643.56,0,14268.21,1509103.64,637993.57,18627.45,20471.76,15349.71,180657.4,180657.4," 53,16,613 "," 8,46,702 "," 25,58,970 "," 4,38,563 "," 29,49,509 ",0,21121880,"65,39,09,262"
22-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"87,80,68,561"
23-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"39,96,68,711"
24-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"41,18,37,165"
25-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"43,51,32,466"
26-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"40,31,98,287"
27-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"44,53,51,461"
28-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"65,05,18,838"
29-02-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"79,52,76,626"
01-03-2024,24-Feb,2nd and 3rd week,Digital,0,0,0,0,0,0,0,15349.71,180657.4,180657.4, -   , -   , -   ," 4,38,563 "," 29,49,509 ",0,0,"42,71,54,384"
01-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"39,01,53,264"
02-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,1453063.2,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",2,21121880,"72,54,67,205"
03-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,1453063.2,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",2,21121880,"37,57,55,479"
04-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"44,84,55,985"
05-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"66,99,63,822"
06-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"90,87,61,066"
07-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"45,90,35,440"
08-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"42,50,40,876"
09-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,1453063.2,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",2,21121880,"47,63,69,151"
10-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,1453063.2,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",2,21121880,"48,41,76,472"
11-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"56,50,51,387"
12-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"76,82,02,019"
13-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"85,73,59,359"
14-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"47,35,61,323"
15-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"49,01,97,302"
16-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,1453063.2,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",2,21121880,"52,33,88,982"
17-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,1453063.2,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",2,21121880,"61,24,66,603"
18-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"51,69,80,679"
19-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"91,25,98,767"
20-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"1,17,61,03,585"
21-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"57,23,68,661"
22-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"55,97,84,949"
23-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,1453063.2,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",2,21121880,"57,40,03,810"
24-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,1453063.2,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",2,21121880,"59,45,40,026"
25-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"58,37,30,333"
26-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"78,25,85,610"
27-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"1,04,35,04,059"
28-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"53,09,95,186"
29-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,0,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",0,21121880,"54,16,74,734"
30-03-2024,24-Mar,Full Month,Air Conditioner,118140.46,1453063.2,0,500000,263286.31,17188.59,6942.01,27891.23,204280.8,204280.8," 21,94,053 "," 7,81,300 "," 8,67,751 "," 7,96,892 "," 33,35,197 ",2,21121880,"53,84,06,959"
01-04-2024,24-Apr,Full Month,Air Conditioner,66198.2,0,0,495098.04,193611.11,36241.83,1848.18,33423.86,276338.24,276338.24," 16,13,426 "," 16,47,356 "," 2,31,023 "," 9,54,967 "," 45,11,645 ",0,21121880,"62,01,00,536"
02-04-2024,24-Apr,Full Month,Air Conditioner,66198.2,0,0,495098.04,193611.11,36241.83,1848.18,33423.86,276338.24,276338.24," 16,13,426 "," 16,47,356 "," 2,31,023 "," 9,54,967 "," 45,11,645 ",0,21121880,"67,56,25,164"
03-04-2024,24-Apr,Full Month,Air Conditioner,66198.2,0,0,495098.04,193611.11,36241.83,1848.18,33423.86,276338.24,276338.24," 16,13,426 "," 16,47,356 "," 2,31,023 "," 9,54,967 "," 45,11,645 ",0,21121880,"87,24,84,984"
04-04-2024,24-Apr,Full Month,Air Conditioner,66198.2,0,0,495098.04,193611.11,36241.83,1848.18,33423.86,276338.24,276338.24," 16,13,426 "," 16,47,356 "," 2,31,023 "," 9,54,967 "," 45,11,645 ",0,21121880,"2,16,13,75,323"
05-04-2024,24-Apr,Full Month,Air Conditioner,66198.2,0,0,495098.04,193611.11,36241.83,1848.18,33423.86,276338.24,276338.24," 16,13,426 "," 16,47,356 "," 2,31,023 "," 9,54,967 "," 45,11,645 ",0,21121880,"94,81,11,736"
06-04-2024,24-Apr,Full Month,Air Conditioner,66198.2,1307926.31,0,495098.04,193611.11,36241.83,1848.18,33423.86,276338.24,276338.24," 16,13,426 "," 16,47,356 "," 2,31,023 "," 9,54,967 "," 45,11,645 ",2,21121880,"59,87,49,268"
07-04-2024,24-Apr,Full Month,Air Conditioner,66198.2,1307926.31,0,495098.04,193611.11,36241.83,1848.18,33423.86,276338.24,276338.24," 16,13,426 "," 16,47,356 "," 2,31,023 "," 9,54,967 "," 45,11,645 ",2,21121880,"57,74,69,005"
08-04-2024,24-Apr,Full Month,Air Conditioner,66198.2,0,0,495098.04,193611.11,36241.83,1848.18,33423.86,276338.24,276338.24," 16,13,426 "," 16,47,356 "," 2,31,023 "," 9,54,967 "," 45,11,645 ",0,21121880,"57,45,01,195"
